TZA00016;2016-01-07;00:00;0.5;TSS;TSS-G;;16.7;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;EC;EC-CND-FLD;;117.0;µS/cm;Fair
TZA00016;2016-01-07;00:00;0.5;O2-Dis;O2-ISE;;6.95;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;H-T;T-COL-EDTA-EBT;;26.0;mg/l;Fair
TZA00016;2016-01-07;00:00;0.5;DIP;COL-AA;;0.007;mg/l;Fair
TZA00017;2016-01-01;12:00;;TEMP;TEMP-CND;;25.7333333333333;°C;Fair
TZA00017;2016-01-01;12:00;;TDS;MZWQL-WI-7_2_004;;92.6666666666667;mg/l;Fair
TZA00017;2016-01-01;12:00;;Alk-Tot;0;;74.6666666666667;mg/l;Fair
TZA00017;2016-01-01;12:00;;Cl-Tot;0;;3.53333333333333;mg/l;Fair
TZA00017;2016-01-01;12:00;;NO3N;MZWQL-WI-7_2_013;;760.0;µg/l;Fair
TZA00017;2016-01-01;12:00;;NH4N;MZWQL-WI-7_2_006;;0.246666666666667;µg/l;Fair
TZA00017;2016-01-01;12:00;;H-T;MZWQL-WI-7_2_010;;31.3333333333333;mg/l;Fair
TZA00017;2016-01-01;12:00;;DRP;MZWQL-WI-7_2_014;;56.6666666666667;µg/l;Fair
TZA00017;2016-01-01;12:00;;Chl-a;MZWQL-WI-7_2_030;;32.3333333333333;µg/l;Fair
TZA00017;2016-01-01;12:00;;pH;MZWQL-WI-7_8_002;;7.02666666666667;---;Fair
TZA00017;2016-01-01;12:00;;EC;MZWQL-WI-7_2_009;;142.666666666667;µS/cm;Fair
TZA00017;2016-01-01;12:00;;TURB;MZWQL-WI-7_2_007;;31.0;NTU;Fair
TZA00017;2016-01-01;12:00;;O2-Dis;MZWQL-WI-7_2_036;;7.03666666666667;mg/l;Fair
