Chl-a,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A
2.91749845644629,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
2.91749845644629,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
2.91749845644629,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
2.89115426269126,0.0221500005573034,0.0147000001743435,0.0563500002026557,0.0685499981045723,0.0421999990940094,0.0366000011563301,0.0320999994874,0.031700000166893,0.0357999987900257,0.0283499993383884
2.45724173971962,0.0248000007122755,0.0227000005543231,0.1049999967217445,0.1067999973893165,0.0870999991893768,0.0283000003546476,0.0362999998033046,0.0223999992012977,0.065600000321865,0.0295000001788139
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.41944515112767,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
1.66444191151961,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
3.58567420389378,0.0161499995738267,0.0115499999374151,0.032549999654293,0.0373000018298625,0.0243500005453825,0.0203000009059906,0.0194499995559453,0.0203499998897314,0.0258000008761882,0.016499999910593
4.55505168099164,0.0114500001072883,0.0065500000491738,0.0274999998509883,0.0309999994933605,0.0232500005513429,0.0153500000014901,0.0137999998405575,0.0126000000163912,0.0201999992132186,0.0140000004321336
