Station,Date,Time,Alk-Tot,COL-True,EC,TEMP,TURB,pH,Station Identifier,Latitude,Longitude
URY00077,2023-02-02,,,131.0,207.0,26.72,20.0,8.0,Norte,-34.795008,-55.050169
URY00077,2023-02-09,,,131.0,206.0,26.78,33.3,7.86,Norte,-34.795008,-55.050169
URY00077,2023-02-15,,,147.0,206.0,26.19,20.0,7.28,Norte,-34.795008,-55.050169
URY00077,2023-02-25,,,205.0,196.0,23.92,21.9,6.74,Norte,-34.795008,-55.050169
URY00077,2023-03-04,,,239.0,201.0,25.0,25.2,6.82,Norte,-34.795008,-55.050169
URY00077,2023-03-15,,,267.0,209.0,26.6,27.4,7.1,Norte,-34.795008,-55.050169
URY00077,2023-03-24,,,268.0,197.0,24.19,31.1,7.36,Norte,-34.795008,-55.050169
URY00077,2023-03-29,,,298.0,191.0,22.47,34.5,6.98,Norte,-34.795008,-55.050169
URY00078,2015-02-05,,53.0,42.7,145.0,24.6,6.19,8.73,Sur,-34.841008,-55.068342
URY00078,2015-04-22,,60.0,57.0,157.0,19.6,19.2,9.5,Sur,-34.841008,-55.068342
URY00078,2015-05-27,,59.0,42.8,166.0,16.9,5.89,8.03,Sur,-34.841008,-55.068342
URY00078,2015-06-26,,61.0,18.5,166.0,16.2,2.6,8.2,Sur,-34.841008,-55.068342
URY00078,2015-09-02,,51.0,85.0,149.0,14.1,10.3,7.8,Sur,-34.841008,-55.068342
URY00078,2015-10-22,,54.0,63.0,152.0,19.2,7.1,8.3,Sur,-34.841008,-55.068342
URY00078,2015-11-18,,58.0,45.0,160.0,22.4,9.8,8.7,Sur,-34.841008,-55.068342
URY00078,2015-12-07,,104.0,54.0,168.0,22.7,31.7,9.9,Sur,-34.841008,-55.068342
URY00078,2016-01-07,,62.0,41.0,178.0,24.2,7.5,8.0,Sur,-34.841008,-55.068342
URY00078,2016-03-02,,56.0,81.0,182.0,22.5,18.9,8.0,Sur,-34.841008,-55.068342
URY00078,2016-05-19,,38.0,163.0,133.0,14.3,26.7,7.8,Sur,-34.841008,-55.068342
URY00078,2019-03-01,,,157.0,126.0,22.34,8.9,7.74,Sur,-34.841008,-55.068342
URY00078,2019-03-07,,,152.0,130.0,23.96,8.3,7.59,Sur,-34.841008,-55.068342
URY00078,2019-03-14,,,191.0,123.0,21.42,11.3,7.49,Sur,-34.841008,-55.068342
URY00078,2019-03-22,,,135.0,123.0,21.3,10.0,7.46,Sur,-34.841008,-55.068342
URY00078,2019-03-29,,,151.0,119.0,19.68,9.5,7.65,Sur,-34.841008,-55.068342
URY00078,2019-04-04,,,150.0,124.0,21.27,9.1,7.05,Sur,-34.841008,-55.068342
URY00078,2019-04-12,,,172.0,122.0,20.14,10.0,7.73,Sur,-34.841008,-55.068342
URY00078,2019-05-18,,,134.0,118.0,16.8,9.6,7.51,Sur,-34.841008,-55.068342
URY00078,2019-08-01,,,370.0,105.0,12.41,15.2,7.69,Sur,-34.841008,-55.068342
URY00078,2019-09-22,,,211.0,117.0,14.86,15.0,7.73,Sur,-34.841008,-55.068342
URY00078,2019-11-06,,,253.0,110.0,19.73,15.4,6.76,Sur,-34.841008,-55.068342
URY00078,2019-11-15,,,243.0,119.0,22.31,14.9,7.48,Sur,-34.841008,-55.068342
URY00078,2019-11-27,,,199.0,122.0,22.15,24.1,6.96,Sur,-34.841008,-55.068342
URY00078,2019-12-13,,,210.0,131.0,23.61,15.0,8.17,Sur,-34.841008,-55.068342
URY00078,2019-12-23,,,235.0,127.0,21.82,15.8,8.44,Sur,-34.841008,-55.068342
URY00078,2019-12-30,,,200.0,139.0,25.38,13.5,8.34,Sur,-34.841008,-55.068342
URY00078,2020-01-07,,,216.0,140.0,24.36,18.7,8.7,Sur,-34.841008,-55.068342
URY00078,2020-01-16,,,186.0,141.0,23.36,9.9,7.31,Sur,-34.841008,-55.068342
URY00078,2020-01-24,,,85.0,152.0,25.47,1.6,7.28,Sur,-34.841008,-55.068342
URY00078,2020-01-31,,,92.0,152.0,25.39,1.4,7.23,Sur,-34.841008,-55.068342
URY00078,2020-02-06,,,65.0,156.0,26.51,2.2,7.61,Sur,-34.841008,-55.068342
URY00078,2020-02-11,,,59.0,151.0,24.74,0.9,7.41,Sur,-34.841008,-55.068342
URY00078,2020-02-19,,,71.0,153.0,25.07,1.1,7.27,Sur,-34.841008,-55.068342
URY00078,2020-02-27,,,109.0,143.0,21.68,4.8,7.69,Sur,-34.841008,-55.068342
URY00078,2020-03-04,,,40.0,155.0,24.96,2.7,8.38,Sur,-34.841008,-55.068342
URY00078,2020-03-20,,,92.0,148.0,21.87,5.7,8.07,Sur,-34.841008,-55.068342
URY00078,2020-03-26,,,139.0,153.0,23.4,10.5,8.25,Sur,-34.841008,-55.068342
URY00078,2020-04-04,,,309.0,142.0,20.61,33.7,8.07,Sur,-34.841008,-55.068342
URY00078,2020-04-11,,,238.0,138.0,18.46,21.1,7.95,Sur,-34.841008,-55.068342
URY00078,2020-04-18,,,195.0,135.0,17.92,27.3,7.54,Sur,-34.841008,-55.068342
URY00078,2020-04-23,,,196.0,139.0,18.97,17.1,8.3,Sur,-34.841008,-55.068342
URY00078,2020-05-02,,,200.0,134.0,17.01,17.5,7.85,Sur,-34.841008,-55.068342
URY00078,2020-11-08,,,79.0,143.0,21.39,2.0,7.54,Sur,-34.841008,-55.068342
URY00078,2020-11-13,,,96.0,144.0,21.78,4.6,7.85,Sur,-34.841008,-55.068342
URY00078,2020-11-29,,,83.0,143.0,23.53,5.9,7.84,Sur,-34.841008,-55.068342
URY00078,2020-12-07,,,98.0,137.0,22.08,6.1,7.85,Sur,-34.841008,-55.068342
URY00078,2020-12-12,,,89.0,133.0,23.39,5.1,7.4,Sur,-34.841008,-55.068342
URY00078,2020-12-17,,,81.0,137.0,24.19,3.4,7.7,Sur,-34.841008,-55.068342
URY00078,2020-12-23,,,105.0,133.0,23.59,4.9,7.7,Sur,-34.841008,-55.068342
URY00078,2020-12-29,,,97.0,137.0,26.12,5.4,7.72,Sur,-34.841008,-55.068342
URY00078,2021-01-08,,,127.0,129.0,24.47,10.1,7.83,Sur,-34.841008,-55.068342
URY00078,2021-11-09,,,202.0,148.0,20.59,16.8,8.23,Sur,-34.841008,-55.068342
URY00078,2021-11-19,,,200.0,152.0,21.7,17.5,8.02,Sur,-34.841008,-55.068342
URY00078,2021-11-24,,,231.0,155.0,22.04,17.5,7.55,Sur,-34.841008,-55.068342
URY00078,2021-12-03,,,200.0,155.0,21.42,17.6,8.21,Sur,-34.841008,-55.068342
URY00078,2021-12-08,,,189.0,160.0,22.42,15.8,7.54,Sur,-34.841008,-55.068342
URY00078,2021-12-17,,,175.0,165.0,23.64,15.2,7.94,Sur,-34.841008,-55.068342
URY00078,2021-12-23,,,161.0,175.0,26.17,15.5,8.16,Sur,-34.841008,-55.068342
URY00078,2021-12-30,,,167.0,176.0,25.9,16.9,8.18,Sur,-34.841008,-55.068342
URY00078,2022-01-06,,,172.0,176.0,25.6,16.0,7.83,Sur,-34.841008,-55.068342
URY00078,2022-01-13,,,159.0,180.0,26.76,13.8,7.34,Sur,-34.841008,-55.068342
URY00078,2022-01-20,,,144.0,168.0,24.84,12.5,7.67,Sur,-34.841008,-55.068342
URY00078,2022-01-28,,,171.0,155.0,24.94,10.1,7.36,Sur,-34.841008,-55.068342
URY00078,2022-02-03,,,164.0,163.0,26.28,9.8,7.68,Sur,-34.841008,-55.068342
URY00078,2022-02-09,,,161.0,153.0,24.23,10.5,7.45,Sur,-34.841008,-55.068342
URY00078,2022-02-18,,,175.0,151.0,23.42,10.1,7.47,Sur,-34.841008,-55.068342
URY00078,2022-02-25,,,172.0,153.0,24.35,9.3,7.71,Sur,-34.841008,-55.068342
URY00078,2022-03-06,,,169.0,154.0,24.61,10.5,7.87,Sur,-34.841008,-55.068342
URY00078,2022-03-15,,,18.0,147.0,22.24,12.1,7.43,Sur,-34.841008,-55.068342
URY00078,2022-03-23,,,188.0,146.0,21.67,12.4,7.5,Sur,-34.841008,-55.068342
URY00078,2022-04-01,,,180.0,139.0,19.27,13.8,8.21,Sur,-34.841008,-55.068342
URY00078,2022-04-08,,,151.0,142.0,20.05,13.9,8.25,Sur,-34.841008,-55.068342
URY00078,2022-04-14,,,189.0,141.0,19.35,14.0,8.35,Sur,-34.841008,-55.068342
URY00078,2022-04-22,,,179.0,139.0,18.95,13.9,8.3,Sur,-34.841008,-55.068342
URY00078,2022-05-02,,,165.0,130.0,16.54,14.0,8.48,Sur,-34.841008,-55.068342
URY00078,2022-05-12,,,175.0,133.0,16.62,8.08,8.08,Sur,-34.841008,-55.068342
URY00078,2022-05-20,,,229.0,124.0,13.85,39.7,7.62,Sur,-34.841008,-55.068342
URY00078,2022-06-23,,,212.0,116.0,9.9,20.6,8.71,Sur,-34.841008,-55.068342
URY00078,2022-07-30,,,198.0,124.0,12.69,17.6,7.77,Sur,-34.841008,-55.068342
URY00078,2022-08-28,,,212.0,126.0,12.44,15.5,7.97,Sur,-34.841008,-55.068342
URY00078,2022-09-14,,,173.0,134.0,14.36,14.9,7.75,Sur,-34.841008,-55.068342
URY00078,2022-10-31,,,178.0,153.0,18.1,17.4,7.47,Sur,-34.841008,-55.068342
URY00078,2022-11-09,,,182.0,163.0,20.63,15.0,7.02,Sur,-34.841008,-55.068342
URY00078,2022-11-16,,,184.0,167.0,21.66,15.5,7.02,Sur,-34.841008,-55.068342
URY00078,2022-11-22,,,176.0,168.0,21.9,15.8,7.65,Sur,-34.841008,-55.068342
URY00078,2022-12-05,,,162.0,189.0,25.72,15.5,7.42,Sur,-34.841008,-55.068342
URY00078,2022-12-09,,,158.0,198.0,27.95,22.4,7.1,Sur,-34.841008,-55.068342
URY00078,2022-12-14,,,175.0,183.0,24.41,18.6,7.27,Sur,-34.841008,-55.068342
URY00078,2022-12-21,,,144.0,180.0,23.1,31.3,7.99,Sur,-34.841008,-55.068342
URY00078,2022-12-30,,,126.0,188.0,24.29,14.3,7.96,Sur,-34.841008,-55.068342
URY00078,2023-01-04,,,128.0,189.0,23.76,12.7,8.15,Sur,-34.841008,-55.068342
URY00078,2023-01-12,,,98.0,200.0,25.4,14.2,8.13,Sur,-34.841008,-55.068342
URY00078,2023-01-19,,,97.0,200.0,24.55,13.4,8.29,Sur,-34.841008,-55.068342
URY00078,2023-01-27,,,98.0,207.0,26.63,14.7,8.65,Sur,-34.841008,-55.068342
URY00078,2023-02-02,,,86.0,213.0,26.63,6.7,7.29,Sur,-34.841008,-55.068342
URY00078,2023-02-09,,,139.0,204.0,25.97,15.2,7.14,Sur,-34.841008,-55.068342
URY00078,2023-02-15,,,95.0,205.0,26.26,10.7,7.2,Sur,-34.841008,-55.068342
URY00078,2023-02-25,,,214.0,195.0,23.99,21.8,7.14,Sur,-34.841008,-55.068342
URY00078,2023-03-04,,,236.0,199.0,24.83,25.1,7.46,Sur,-34.841008,-55.068342
URY00078,2023-03-15,,,269.0,209.0,26.65,29.4,7.08,Sur,-34.841008,-55.068342
URY00078,2023-03-24,,,272.0,196.0,24.16,30.6,7.41,Sur,-34.841008,-55.068342
URY00078,2023-03-29,,,291.0,193.0,23.02,31.5,6.91,Sur,-34.841008,-55.068342
URY00079,2015-02-05,,71.0,46.7,178.0,24.4,5.89,8.07,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-04-22,,86.0,28.0,199.0,19.7,19.7,9.2,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-05-27,,82.0,32.1,205.0,16.1,3.58,9.23,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-06-26,,85.2,23.9,217.0,16.0,1.61,7.6,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-09-02,,42.0,154.0,120.0,13.8,12.8,7.5,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-10-22,,83.0,54.0,212.0,19.5,3.3,9.7,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-11-18,,78.0,38.0,204.0,22.5,3.2,8.5,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2015-12-07,,58.0,41.0,208.0,23.1,5.1,9.3,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2016-01-07,,91.0,45.0,230.0,24.3,4.2,7.9,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2016-03-02,,74.0,41.0,253.0,22.3,3.6,8.0,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2016-05-19,,35.0,101.0,160.0,14.0,5.8,7.7,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-03-01,,,119.0,179.0,21.8,4.4,7.12,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-03-07,,,128.0,188.0,25.04,4.9,7.42,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-03-14,,,134.0,181.0,21.49,6.2,7.62,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-03-22,,,90.0,176.0,20.66,5.7,7.52,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-03-29,,,150.0,173.0,19.92,6.5,7.71,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-04-04,,,162.0,187.0,22.34,5.2,6.84,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-04-12,,,127.0,184.0,19.7,7.6,7.65,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-05-18,,,180.0,176.0,16.38,7.8,7.23,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-09-22,,,327.0,103.0,15.14,24.9,7.2,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-11-06,,,175.0,177.0,20.92,8.2,6.8,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-11-15,,,160.0,193.0,23.43,6.2,7.36,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-11-27,,,117.0,181.0,22.04,6.6,8.18,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-12-13,,,133.0,193.0,24.12,4.7,7.61,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-12-23,,,142.0,185.0,21.71,5.7,7.89,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2019-12-30,,,159.0,204.0,27.38,13.2,8.9,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-01-07,,,245.0,195.0,24.72,36.2,9.17,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-01-16,,,164.0,200.0,22.97,6.4,8.07,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-01-24,,,179.0,219.0,26.69,8.3,7.98,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-01-31,,,205.0,217.0,25.43,7.3,7.5,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-02-06,,,91.0,236.0,27.68,10.5,7.52,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-02-11,,,171.0,214.0,23.93,8.8,7.16,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-02-19,,,177.0,217.0,25.46,11.9,7.13,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-02-27,,,153.0,190.0,21.32,8.7,7.35,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-03-04,,,197.0,209.0,25.96,15.0,7.64,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-03-20,,,235.0,185.0,21.62,21.0,7.25,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-03-26,,,237.0,197.0,24.65,18.9,7.15,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-04-04,,,440.0,173.0,19.81,40.4,7.12,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-04-11,,,323.0,171.0,18.06,27.9,7.71,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-04-18,,,375.0,177.0,19.12,34.3,7.25,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-04-23,,,252.0,186.0,19.03,24.5,7.5,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-05-02,,,338.0,176.0,16.54,31.8,7.38,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-11-08,,,122.0,208.0,22.48,8.3,7.9,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-11-13,,,131.0,208.0,22.51,9.5,7.9,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-11-29,,,84.0,234.0,24.09,7.7,8.2,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-12-07,,,94.0,222.0,22.11,5.2,7.39,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-12-12,,,75.0,233.0,24.56,3.7,7.6,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-12-17,,,61.0,233.0,23.47,2.4,7.82,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-12-23,,,88.0,239.0,23.04,3.3,8.0,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2020-12-29,,,86.0,230.0,26.47,5.1,7.75,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-01-08,,,66.0,237.0,25.66,2.9,8.58,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-11-09,,,112.0,208.0,21.48,6.7,8.15,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-11-19,,,110.0,209.0,21.81,8.1,7.86,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-11-24,,,111.0,225.0,22.67,7.1,7.28,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-12-03,,,114.0,220.0,22.13,7.5,8.04,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-12-08,,,108.0,235.0,23.93,6.6,8.0,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-12-17,,,101.0,241.0,24.79,5.1,7.64,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-12-23,,,92.0,242.0,26.48,5.5,7.48,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2021-12-30,,,66.0,255.0,26.9,2.6,6.55,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-01-06,,,99.0,230.0,24.65,13.6,8.14,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-01-13,,,102.0,245.0,27.19,4.7,6.61,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-01-20,,,315.0,119.0,22.95,16.8,7.05,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-01-28,,,274.0,106.0,24.97,6.79,6.79,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-02-03,,,251.0,125.0,26.56,5.8,7.07,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-02-09,,,206.0,147.0,24.03,5.1,7.05,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-02-18,,,192.0,147.0,23.64,6.2,6.75,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-02-25,,,234.0,131.0,24.78,9.7,6.52,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-03-06,,,196.0,140.0,24.63,8.0,7.61,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-03-15,,,193.0,139.0,21.77,8.2,6.4,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-03-23,,,173.0,147.0,22.86,8.6,7.9,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-04-01,,,180.0,145.0,18.54,10.0,8.41,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-04-08,,,135.0,151.0,20.31,9.7,6.78,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-04-14,,,144.0,158.0,18.65,7.7,7.65,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-04-22,,,128.0,168.0,18.9,6.8,8.05,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-05-02,,,314.0,109.0,15.35,17.2,8.28,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-05-12,,,240.0,118.0,15.6,7.87,7.87,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-05-20,,,265.0,128.0,13.13,29.2,8.15,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-06-23,,,117.0,147.0,9.4,7.0,8.69,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-07-30,,,187.0,145.0,12.76,11.2,7.53,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-08-28,,,153.0,153.0,11.86,7.6,7.85,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-09-14,,,182.0,131.0,14.98,10.7,6.82,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-10-31,,,110.0,186.0,17.83,6.5,6.54,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-11-09,,,112.0,204.0,21.87,6.5,7.11,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-11-16,,,123.0,206.0,22.28,8.2,6.94,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-11-22,,,114.0,206.0,22.32,8.7,7.6,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-12-05,,,72.0,249.0,26.11,3.5,6.87,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-12-09,,,90.0,258.0,27.9,3.0,6.6,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-12-14,,,84.0,235.0,25.27,4.6,6.78,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-12-21,,,79.0,229.0,24.76,9.2,8.34,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2022-12-30,,,71.0,231.0,24.67,5.4,7.58,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-01-04,,,93.0,231.0,24.54,5.4,7.57,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-01-12,,,94.0,236.0,26.9,10.2,7.63,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-01-19,,,153.0,231.0,25.49,23.9,7.59,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-01-27,,,263.0,236.0,26.83,31.0,6.89,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-02-02,,,264.0,242.0,27.27,30.7,7.26,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-02-09,,,293.0,230.0,27.33,29.5,7.04,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-02-15,,,265.0,238.0,26.18,28.3,6.65,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-02-25,,,264.0,231.0,25.97,27.6,6.82,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-03-04,,,249.0,238.0,26.14,25.6,7.5,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-03-15,,,243.0,255.0,28.48,23.7,6.92,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-03-24,,,217.0,230.0,23.89,22.9,6.8,Lag. del Potrero,-34.842672,-55.14334399999999
URY00079,2023-03-29,,,223.0,229.0,23.13,20.4,6.85,Lag. del Potrero,-34.842672,-55.14334399999999
URY00080,2015-02-05,,57.0,53.6,154.0,24.7,6.54,7.88,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-04-22,,62.0,51.0,160.0,19.8,19.3,8.3,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-05-27,,68.0,80.2,172.0,16.5,19.1,7.89,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-06-26,,65.2,23.1,182.0,16.6,3.24,8.07,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-09-02,,45.0,132.0,136.0,14.2,12.7,7.6,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-10-22,,70.0,61.0,186.0,19.0,6.4,8.1,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-11-18,,66.0,56.0,182.0,22.8,8.9,8.0,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2015-12-07,,56.0,56.0,185.0,23.1,24.5,9.3,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2016-01-07,,73.0,41.0,192.0,24.6,7.6,7.9,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2016-03-02,,78.0,87.0,198.0,22.4,17.9,7.8,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2016-05-19,,199.0,123.0,151.0,14.3,7.5,7.7,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-03-01,,,138.0,143.0,22.29,4.9,7.04,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-03-07,,,136.0,151.0,24.78,5.1,7.38,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-03-14,,,134.0,146.0,21.8,5.3,7.34,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-03-22,,,99.0,143.0,21.05,5.9,7.45,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-03-29,,,133.0,143.0,19.91,6.3,7.52,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-04-04,,,124.0,150.0,22.18,6.1,7.04,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-04-12,,,146.0,144.0,20.16,9.1,7.66,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-05-18,,,107.0,173.0,16.67,5.1,45.0,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-08-01,,,315.0,142.0,12.77,24.8,7.43,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-09-22,,,369.0,83.0,15.21,27.1,6.99,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-11-06,,,250.0,132.0,20.81,14.3,6.95,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-11-15,,,200.0,152.0,22.89,10.9,7.34,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-11-27,,,139.0,144.0,22.15,11.8,7.75,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-12-13,,,178.0,164.0,24.35,9.4,7.61,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-12-23,,,188.0,152.0,22.38,13.2,8.3,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2019-12-30,,,176.0,169.0,27.17,15.2,8.73,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-01-07,,,272.0,167.0,24.66,30.3,9.15,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-01-16,,,152.0,163.0,23.26,3.6,7.62,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-01-24,,,136.0,174.0,26.27,3.9,7.68,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-01-31,,,155.0,180.0,25.55,4.1,8.2,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-02-06,,,63.0,188.0,27.28,5.6,7.38,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-02-11,,,160.0,179.0,24.49,6.9,7.82,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-02-19,,,165.0,185.0,25.71,8.0,7.82,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-02-27,,,150.0,165.0,21.49,6.2,7.42,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-03-04,,,103.0,176.0,25.58,8.4,8.42,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-03-20,,,150.0,164.0,21.72,18.2,8.22,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-03-26,,,200.0,171.0,24.4,14.3,8.3,Lag. de los Cisnes,-34.843169,-55.120006
URY00080,2020-04-04,,,247.0,157.0,19.91,18.2,7.5,Lag. de los Cisnes,-34.843169,-55.120006
